post_id,brand,user_type,post_text,likes,comments,shares
64,Nike,traveler,"Nike Very disappointed, poor quality and bad experience",168,11,17
65,Nike,traveler,"Nike Absolutely love this brand, amazing quality and performance",140,95,96
66,Nike,traveler,"Nike It's okay, average product nothing special",558,297,30
67,Samsung,developer,"Samsung Not bad, not great just fine",761,138,49
68,Samsung,student,"Samsung Very disappointed, poor quality and bad experience",325,184,87
69,Apple,athlete,"Apple It's okay, average product nothing special",918,20,80
70,Puma,influencer,"Puma Very disappointed, poor quality and bad experience",871,44,119
71,Samsung,athlete,"Samsung Worst purchase ever, would not recommend",628,73,120
72,Samsung,athlete,"Samsung Decent experience, could be better",559,32,26
73,Puma,developer,"Puma Not bad, not great just fine",54,300,156
74,Samsung,athlete,"Samsung Decent experience, could be better",662,121,84
75,Samsung,student,"Samsung Not bad, not great just fine",500,239,67
76,Nike,developer,"Nike It's okay, average product nothing special",161,165,169
77,Apple,developer,"Apple Absolutely love this brand, amazing quality and performance",967,109,115
78,Nike,athlete,"Nike Great experience, highly recommend this product",991,87,129
79,Nike,traveler,"Nike Very disappointed, poor quality and bad experience",632,79,11
80,Nike,student,"Nike Not worth the money, totally dissatisfied",845,137,132
81,Nike,student,"Nike Very disappointed, poor quality and bad experience",600,87,132
82,Samsung,developer,"Samsung Super comfortable and stylish, worth every penny",386,285,80
83,Apple,traveler,"Apple Not worth the money, totally dissatisfied",417,185,109
84,Puma,traveler,"Puma Great experience, highly recommend this product",208,152,185
85,Samsung,student,"Samsung Very disappointed, poor quality and bad experience",476,276,28
86,Adidas,developer,"Adidas Absolutely love this brand, amazing quality and performance",706,254,72
87,Puma,traveler,"Puma Not bad, not great just fine",775,24,25
88,Nike,influencer,"Nike Super comfortable and stylish, worth every penny",704,109,63
89,Puma,student,"Puma Decent experience, could be better",372,238,42
90,Apple,traveler,"Apple It's okay, average product nothing special",682,290,100
91,Apple,influencer,"Apple Decent experience, could be better",526,245,19
92,Adidas,athlete,"Adidas Worst purchase ever, would not recommend",699,176,42
93,Puma,developer,"Puma Decent experience, could be better",208,31,27
94,Apple,student,"Apple Not worth the money, totally dissatisfied",231,96,160
95,Nike,developer,"Nike Great experience, highly recommend this product",958,267,160
96,Samsung,influencer,"Samsung Great experience, highly recommend this product",830,113,157
97,Puma,athlete,"Puma Very disappointed, poor quality and bad experience",263,270,110
98,Samsung,athlete,"Samsung It's okay, average product nothing special",64,181,41
99,Adidas,traveler,"Adidas Absolutely love this brand, amazing quality and performance",363,114,132
100,Apple,influencer,"Apple Super comfortable and stylish, worth every penny",434,155,119
101,Puma,student,"Puma Worst purchase ever, would not recommend",952,55,123
102,Nike,athlete,"Nike Not worth the money, totally dissatisfied",665,175,90
103,Puma,developer,"Puma Super comfortable and stylish, worth every penny",474,134,85
104,Adidas,traveler,"Adidas It's okay, average product nothing special",306,136,112
105,Puma,traveler,"Puma Worst purchase ever, would not recommend",810,172,157
106,Nike,influencer,"Nike Super comfortable and stylish, worth every penny",792,116,145
107,Puma,athlete,"Puma Decent experience, could be better",268,297,77
108,Adidas,athlete,"Adidas Decent experience, could be better",193,199,86
109,Adidas,traveler,"Adidas Not worth the money, totally dissatisfied",294,45,7
110,Puma,student,"Puma It's okay, average product nothing special",507,179,153
111,Adidas,athlete,"Adidas It's okay, average product nothing special",55,197,142
112,Samsung,athlete,"Samsung It's okay, average product nothing special",222,82,16
113,Samsung,developer,"Samsung Super comfortable and stylish, worth every penny",306,99,44
114,Apple,influencer,"Apple Not worth the money, totally dissatisfied",683,32,10
115,Samsung,traveler,"Samsung Super comfortable and stylish, worth every penny",631,187,185
116,Nike,traveler,"Nike It's okay, average product nothing special",608,200,102
117,Nike,developer,"Nike Not bad, not great just fine",421,198,59
118,Puma,traveler,"Puma Great experience, highly recommend this product",887,58,62
119,Adidas,athlete,"Adidas Very disappointed, poor quality and bad experience",601,205,53
120,Adidas,traveler,"Adidas Worst purchase ever, would not recommend",165,245,151
121,Samsung,influencer,"Samsung Not worth the money, totally dissatisfied",175,232,24
122,Adidas,developer,"Adidas Decent experience, could be better",243,203,58
123,Puma,developer,"Puma Not bad, not great just fine",341,94,185
124,Nike,influencer,"Nike It's okay, average product nothing special",305,196,22
125,Nike,athlete,"Nike Worst purchase ever, would not recommend",350,181,61
126,Samsung,influencer,"Samsung Decent experience, could be better",687,266,195
127,Samsung,influencer,"Samsung Great experience, highly recommend this product",88,272,180
128,Puma,athlete,"Puma Great experience, highly recommend this product",276,289,185
129,Samsung,developer,"Samsung Not worth the money, totally dissatisfied",670,13,188
130,Apple,traveler,"Apple It's okay, average product nothing special",140,114,65
131,Nike,athlete,"Nike Worst purchase ever, would not recommend",860,283,166
132,Nike,athlete,"Nike Decent experience, could be better",916,67,143
133,Apple,developer,"Apple Great experience, highly recommend this product",361,285,55
134,Nike,student,"Nike Very disappointed, poor quality and bad experience",997,128,41
135,Apple,developer,"Apple It's okay, average product nothing special",577,117,5
136,Nike,student,"Nike Super comfortable and stylish, worth every penny",247,114,13
137,Puma,influencer,"Puma Absolutely love this brand, amazing quality and performance",654,213,50
138,Apple,influencer,"Apple Great experience, highly recommend this product",606,108,61
139,Puma,athlete,"Puma Great experience, highly recommend this product",239,162,12
140,Adidas,developer,"Adidas Not worth the money, totally dissatisfied",634,139,107
141,Puma,developer,"Puma Not bad, not great just fine",233,36,198
142,Adidas,developer,"Adidas Absolutely love this brand, amazing quality and performance",502,269,102
143,Apple,student,"Apple Absolutely love this brand, amazing quality and performance",628,59,49
144,Nike,student,"Nike Worst purchase ever, would not recommend",830,66,148
145,Samsung,developer,"Samsung Worst purchase ever, would not recommend",200,125,114
146,Nike,athlete,"Nike Not bad, not great just fine",357,184,124
147,Samsung,athlete,"Samsung It's okay, average product nothing special",357,225,169
148,Samsung,traveler,"Samsung Great experience, highly recommend this product",206,250,105
149,Apple,traveler,"Apple Decent experience, could be better",543,199,42
150,Adidas,influencer,"Adidas Very disappointed, poor quality and bad experience",553,171,10
151,Nike,student,"Nike Decent experience, could be better",388,143,172
152,Nike,student,"Nike It's okay, average product nothing special",952,95,193
153,Samsung,developer,"Samsung Not worth the money, totally dissatisfied",932,240,131
154,Adidas,traveler,"Adidas Super comfortable and stylish, worth every penny",858,62,70
155,Nike,athlete,"Nike Not bad, not great just fine",726,247,155
156,Nike,traveler,"Nike Very disappointed, poor quality and bad experience",996,40,129
157,Samsung,traveler,"Samsung Very disappointed, poor quality and bad experience",52,69,120
158,Nike,influencer,"Nike Super comfortable and stylish, worth every penny",510,122,163
159,Apple,influencer,"Apple Decent experience, could be better",713,162,69
160,Samsung,influencer,"Samsung Absolutely love this brand, amazing quality and performance",443,46,199
161,Puma,athlete,"Puma Very disappointed, poor quality and bad experience",988,46,14
162,Nike,traveler,"Nike Not bad, not great just fine",769,155,53
163,Apple,student,"Apple It's okay, average product nothing special",73,252,179
164,Puma,influencer,"Puma It's okay, average product nothing special",773,74,93
165,Samsung,influencer,"Samsung Decent experience, could be better",891,114,126
166,Adidas,athlete,"Adidas Decent experience, could be better",361,109,137
167,Puma,student,"Puma Super comfortable and stylish, worth every penny",85,123,197
168,Puma,student,"Puma Decent experience, could be better",972,262,15
169,Puma,athlete,"Puma Not worth the money, totally dissatisfied",172,241,187
170,Samsung,athlete,"Samsung Super comfortable and stylish, worth every penny",75,71,136
171,Nike,developer,"Nike Great experience, highly recommend this product",108,195,77
172,Puma,student,"Puma Not worth the money, totally dissatisfied",243,189,63
173,Nike,influencer,"Nike Not worth the money, totally dissatisfied",813,237,156
174,Apple,developer,"Apple Very disappointed, poor quality and bad experience",939,61,24
175,Puma,athlete,"Puma Super comfortable and stylish, worth every penny",323,203,117
176,Samsung,athlete,"Samsung Not worth the money, totally dissatisfied",470,62,30
177,Puma,developer,"Puma Not worth the money, totally dissatisfied",143,238,88
178,Puma,student,"Puma Decent experience, could be better",282,139,54
179,Puma,athlete,"Puma Great experience, highly recommend this product",725,12,27
180,Samsung,traveler,"Samsung Super comfortable and stylish, worth every penny",777,105,111
181,Samsung,athlete,"Samsung Absolutely love this brand, amazing quality and performance",625,94,193
182,Nike,traveler,"Nike Not worth the money, totally dissatisfied",716,76,126
183,Puma,influencer,"Puma It's okay, average product nothing special",767,152,169
184,Nike,influencer,"Nike Very disappointed, poor quality and bad experience",997,252,78
185,Apple,developer,"Apple Super comfortable and stylish, worth every penny",771,290,53
186,Adidas,influencer,"Adidas Not worth the money, totally dissatisfied",575,296,99
187,Puma,student,"Puma Not bad, not great just fine",474,291,199
188,Apple,student,"Apple Super comfortable and stylish, worth every penny",992,274,78
189,Puma,student,"Puma Decent experience, could be better",958,91,183
190,Apple,student,"Apple Absolutely love this brand, amazing quality and performance",943,186,41
191,Adidas,traveler,"Adidas Not worth the money, totally dissatisfied",580,239,149
192,Nike,influencer,"Nike Super comfortable and stylish, worth every penny",239,203,138
193,Nike,student,"Nike Super comfortable and stylish, worth every penny",957,174,200
194,Samsung,athlete,"Samsung Very disappointed, poor quality and bad experience",555,35,112
195,Apple,influencer,"Apple Worst purchase ever, would not recommend",954,162,17
196,Adidas,traveler,"Adidas Very disappointed, poor quality and bad experience",893,277,75
197,Adidas,traveler,"Adidas It's okay, average product nothing special",319,254,102
198,Apple,athlete,"Apple Decent experience, could be better",182,298,32
199,Apple,traveler,"Apple Absolutely love this brand, amazing quality and performance",150,190,44
200,Puma,athlete,"Puma Decent experience, could be better",543,164,28
201,Nike,student,"Nike Decent experience, could be better",77,126,123
202,Nike,developer,"Nike Very disappointed, poor quality and bad experience",532,199,99
203,Nike,student,"Nike Worst purchase ever, would not recommend",377,121,86
204,Samsung,developer,"Samsung Decent experience, could be better",868,156,96
205,Adidas,traveler,"Adidas Not bad, not great just fine",614,189,106
206,Samsung,athlete,"Samsung Absolutely love this brand, amazing quality and performance",908,161,193
207,Adidas,traveler,"Adidas Not bad, not great just fine",901,131,88
208,Puma,developer,"Puma Not worth the money, totally dissatisfied",462,72,60
209,Samsung,traveler,"Samsung Not worth the money, totally dissatisfied",895,228,188
210,Apple,traveler,"Apple Decent experience, could be better",644,190,120
211,Puma,student,"Puma Super comfortable and stylish, worth every penny",857,107,184
212,Nike,traveler,"Nike It's okay, average product nothing special",545,254,29
213,Adidas,athlete,"Adidas Worst purchase ever, would not recommend",343,34,142
214,Apple,student,"Apple Not worth the money, totally dissatisfied",666,266,12
215,Adidas,influencer,"Adidas It's okay, average product nothing special",507,195,140
216,Nike,traveler,"Nike Absolutely love this brand, amazing quality and performance",281,294,85
217,Puma,student,"Puma Worst purchase ever, would not recommend",352,292,109
218,Nike,traveler,"Nike Absolutely love this brand, amazing quality and performance",649,265,116
219,Apple,developer,"Apple Absolutely love this brand, amazing quality and performance",525,114,119
220,Nike,athlete,"Nike Absolutely love this brand, amazing quality and performance",225,229,26
221,Puma,developer,"Puma Not bad, not great just fine",516,50,38
222,Samsung,athlete,"Samsung Decent experience, could be better",730,46,27
223,Puma,traveler,"Puma Decent experience, could be better",706,283,142
224,Samsung,influencer,"Samsung Decent experience, could be better",464,268,43
225,Apple,traveler,"Apple It's okay, average product nothing special",437,203,196
226,Puma,student,"Puma Absolutely love this brand, amazing quality and performance",924,113,71
227,Adidas,athlete,"Adidas Worst purchase ever, would not recommend",220,227,50
228,Adidas,developer,"Adidas Super comfortable and stylish, worth every penny",264,151,180
229,Samsung,traveler,"Samsung Great experience, highly recommend this product",356,213,135
230,Nike,developer,"Nike Very disappointed, poor quality and bad experience",458,161,127
231,Samsung,student,"Samsung Very disappointed, poor quality and bad experience",331,89,82
232,Nike,developer,"Nike It's okay, average product nothing special",359,252,27
233,Apple,traveler,"Apple It's okay, average product nothing special",300,300,18
234,Samsung,developer,"Samsung Not worth the money, totally dissatisfied",238,296,85
235,Samsung,traveler,"Samsung Absolutely love this brand, amazing quality and performance",249,237,81
236,Apple,traveler,"Apple Very disappointed, poor quality and bad experience",213,103,173
237,Apple,traveler,"Apple Very disappointed, poor quality and bad experience",140,33,76
238,Apple,athlete,"Apple Super comfortable and stylish, worth every penny",296,49,26
239,Puma,developer,"Puma Absolutely love this brand, amazing quality and performance",121,84,84
240,Adidas,influencer,"Adidas Not bad, not great just fine",75,13,130
241,Apple,traveler,"Apple Super comfortable and stylish, worth every penny",663,155,11
242,Apple,influencer,"Apple Not worth the money, totally dissatisfied",402,203,73
243,Apple,athlete,"Apple Not worth the money, totally dissatisfied",247,150,179
244,Apple,athlete,"Apple Decent experience, could be better",658,256,140
245,Samsung,developer,"Samsung Very disappointed, poor quality and bad experience",670,67,178
246,Apple,influencer,"Apple Very disappointed, poor quality and bad experience",289,263,170
247,Puma,developer,"Puma Very disappointed, poor quality and bad experience",511,232,8
248,Puma,developer,"Puma It's okay, average product nothing special",775,166,162
249,Samsung,athlete,"Samsung Absolutely love this brand, amazing quality and performance",339,170,166
250,Apple,student,"Apple Decent experience, could be better",611,276,91
251,Adidas,developer,"Adidas Not bad, not great just fine",565,42,75
252,Adidas,athlete,"Adidas Great experience, highly recommend this product",536,102,59
253,Apple,developer,"Apple Very disappointed, poor quality and bad experience",172,110,172
254,Adidas,athlete,"Adidas Decent experience, could be better",819,74,88
255,Apple,traveler,"Apple Not worth the money, totally dissatisfied",760,227,45
256,Apple,student,"Apple Great experience, highly recommend this product",882,117,170
257,Adidas,student,"Adidas Decent experience, could be better",538,99,164
258,Samsung,athlete,"Samsung Great experience, highly recommend this product",109,38,178
259,Apple,traveler,"Apple Super comfortable and stylish, worth every penny",728,148,127
260,Samsung,influencer,"Samsung Not worth the money, totally dissatisfied",600,131,134
261,Adidas,influencer,"Adidas Super comfortable and stylish, worth every penny",901,64,153
262,Adidas,student,"Adidas Worst purchase ever, would not recommend",334,29,152
263,Puma,student,"Puma Super comfortable and stylish, worth every penny",153,256,17
264,Adidas,athlete,"Adidas Very disappointed, poor quality and bad experience",114,243,200
265,Adidas,athlete,"Adidas Worst purchase ever, would not recommend",848,19,41
266,Samsung,athlete,"Samsung Very disappointed, poor quality and bad experience",93,126,25
267,Puma,influencer,"Puma Super comfortable and stylish, worth every penny",497,55,131
268,Nike,developer,"Nike It's okay, average product nothing special",145,38,101
269,Puma,traveler,"Puma Absolutely love this brand, amazing quality and performance",469,88,109
270,Apple,developer,"Apple Absolutely love this brand, amazing quality and performance",760,219,12
271,Puma,influencer,"Puma Worst purchase ever, would not recommend",859,59,94
272,Puma,developer,"Puma Not worth the money, totally dissatisfied",829,47,150
273,Puma,traveler,"Puma Worst purchase ever, would not recommend",904,72,157
274,Apple,developer,"Apple Not worth the money, totally dissatisfied",147,250,181
275,Adidas,athlete,"Adidas Very disappointed, poor quality and bad experience",876,38,104
276,Puma,influencer,"Puma Super comfortable and stylish, worth every penny",70,73,145
277,Nike,influencer,"Nike Worst purchase ever, would not recommend",355,264,56
278,Samsung,athlete,"Samsung Not worth the money, totally dissatisfied",451,224,12
279,Adidas,developer,"Adidas It's okay, average product nothing special",293,68,155
280,Apple,traveler,"Apple It's okay, average product nothing special",248,195,197
281,Samsung,developer,"Samsung Worst purchase ever, would not recommend",396,294,5
282,Adidas,developer,"Adidas Great experience, highly recommend this product",786,286,101
283,Puma,influencer,"Puma It's okay, average product nothing special",310,25,82
284,Puma,developer,"Puma Great experience, highly recommend this product",728,66,137
285,Samsung,student,"Samsung Not bad, not great just fine",709,29,6
286,Apple,athlete,"Apple Decent experience, could be better",309,243,149
287,Apple,student,"Apple Not bad, not great just fine",364,127,182
288,Puma,athlete,"Puma Not worth the money, totally dissatisfied",230,21,165
289,Nike,athlete,"Nike Not bad, not great just fine",465,108,114
290,Apple,traveler,"Apple Super comfortable and stylish, worth every penny",681,14,12
291,Adidas,developer,"Adidas Decent experience, could be better",472,283,91
292,Nike,athlete,"Nike Super comfortable and stylish, worth every penny",380,131,164
293,Nike,athlete,"Nike Not bad, not great just fine",928,295,49
294,Puma,influencer,"Puma Not bad, not great just fine",969,34,67
295,Apple,athlete,"Apple Decent experience, could be better",242,222,123
296,Nike,athlete,"Nike Decent experience, could be better",220,116,40
297,Adidas,athlete,"Adidas Super comfortable and stylish, worth every penny",956,83,44
298,Samsung,student,"Samsung Very disappointed, poor quality and bad experience",502,242,57
299,Nike,student,"Nike Worst purchase ever, would not recommend",739,152,150
300,Apple,traveler,"Apple Great experience, highly recommend this product",380,112,93
301,Apple,student,"Apple Worst purchase ever, would not recommend",326,233,165
302,Samsung,athlete,"Samsung It's okay, average product nothing special",884,282,94
303,Nike,developer,"Nike Great experience, highly recommend this product",242,256,124
304,Puma,traveler,"Puma Very disappointed, poor quality and bad experience",292,17,23
305,Nike,developer,"Nike Super comfortable and stylish, worth every penny",358,31,9
306,Nike,student,"Nike It's okay, average product nothing special",392,63,108
307,Puma,traveler,"Puma It's okay, average product nothing special",299,268,118
308,Puma,influencer,"Puma Super comfortable and stylish, worth every penny",230,85,194
309,Puma,athlete,"Puma Great experience, highly recommend this product",709,258,19
310,Samsung,influencer,"Samsung Very disappointed, poor quality and bad experience",574,179,148
311,Adidas,athlete,"Adidas Worst purchase ever, would not recommend",702,102,173
312,Apple,student,"Apple Worst purchase ever, would not recommend",658,88,140
313,Apple,influencer,"Apple Decent experience, could be better",534,283,181
314,Adidas,student,"Adidas Absolutely love this brand, amazing quality and performance",228,194,42
315,Adidas,traveler,"Adidas Absolutely love this brand, amazing quality and performance",972,155,87
316,Puma,influencer,"Puma It's okay, average product nothing special",487,153,147
317,Puma,traveler,"Puma Super comfortable and stylish, worth every penny",444,233,9
318,Nike,developer,"Nike It's okay, average product nothing special",708,14,146
319,Puma,developer,"Puma Great experience, highly recommend this product",191,263,34
320,Samsung,developer,"Samsung Absolutely love this brand, amazing quality and performance",395,154,85
321,Apple,student,"Apple Worst purchase ever, would not recommend",262,172,167
322,Adidas,traveler,"Adidas Worst purchase ever, would not recommend",107,205,13
323,Nike,student,"Nike Great experience, highly recommend this product",368,128,107
324,Samsung,traveler,"Samsung Super comfortable and stylish, worth every penny",231,102,103
325,Adidas,developer,"Adidas Super comfortable and stylish, worth every penny",627,141,144
326,Samsung,influencer,"Samsung Not worth the money, totally dissatisfied",526,267,16
327,Apple,traveler,"Apple It's okay, average product nothing special",632,108,114
328,Puma,traveler,"Puma Worst purchase ever, would not recommend",56,175,157
329,Nike,athlete,"Nike Not bad, not great just fine",353,75,96
330,Adidas,student,"Adidas Great experience, highly recommend this product",859,249,11
331,Adidas,athlete,"Adidas Decent experience, could be better",93,129,8
332,Apple,developer,"Apple Decent experience, could be better",61,156,116
333,Samsung,influencer,"Samsung It's okay, average product nothing special",783,74,10
334,Apple,influencer,"Apple Great experience, highly recommend this product",111,122,178
335,Apple,traveler,"Apple Great experience, highly recommend this product",814,61,79
336,Apple,traveler,"Apple Great experience, highly recommend this product",434,250,22
337,Adidas,developer,"Adidas Not bad, not great just fine",186,128,128
338,Nike,athlete,"Nike Great experience, highly recommend this product",888,258,87
339,Puma,traveler,"Puma Decent experience, could be better",395,71,135
340,Nike,developer,"Nike Great experience, highly recommend this product",688,193,142
341,Samsung,traveler,"Samsung Super comfortable and stylish, worth every penny",87,12,56
342,Puma,traveler,"Puma Very disappointed, poor quality and bad experience",753,180,116
343,Puma,traveler,"Puma Not bad, not great just fine",397,168,95
344,Apple,traveler,"Apple Very disappointed, poor quality and bad experience",811,14,96
345,Apple,athlete,"Apple Absolutely love this brand, amazing quality and performance",628,279,5
346,Samsung,traveler,"Samsung Great experience, highly recommend this product",474,38,24
347,Samsung,traveler,"Samsung Decent experience, could be better",967,157,44
348,Nike,traveler,"Nike Decent experience, could be better",860,246,163
349,Nike,influencer,"Nike Decent experience, could be better",96,271,43
350,Apple,traveler,"Apple Not bad, not great just fine",899,65,6
351,Adidas,influencer,"Adidas It's okay, average product nothing special",318,180,38
352,Nike,developer,"Nike Not worth the money, totally dissatisfied",627,119,121
353,Puma,influencer,"Puma Decent experience, could be better",598,229,166
354,Apple,influencer,"Apple Worst purchase ever, would not recommend",767,197,54
355,Apple,athlete,"Apple Great experience, highly recommend this product",913,157,114
356,Samsung,developer,"Samsung Not bad, not great just fine",501,85,195
357,Samsung,developer,"Samsung It's okay, average product nothing special",877,226,110
358,Puma,influencer,"Puma Decent experience, could be better",876,188,89
359,Nike,student,"Nike Very disappointed, poor quality and bad experience",166,273,101
360,Apple,traveler,"Apple It's okay, average product nothing special",195,13,28
361,Puma,developer,"Puma Worst purchase ever, would not recommend",586,41,194
362,Apple,student,"Apple Worst purchase ever, would not recommend",800,149,79
363,Apple,athlete,"Apple Great experience, highly recommend this product",743,125,82
364,Adidas,student,"Adidas Decent experience, could be better",326,56,18
365,Adidas,athlete,"Adidas Not bad, not great just fine",576,151,93
366,Apple,developer,"Apple Absolutely love this brand, amazing quality and performance",929,284,199
367,Samsung,student,"Samsung It's okay, average product nothing special",978,212,180
368,Nike,influencer,"Nike Not bad, not great just fine",316,50,32
369,Samsung,athlete,"Samsung Absolutely love this brand, amazing quality and performance",997,116,178
370,Nike,traveler,"Nike Not worth the money, totally dissatisfied",51,289,136
371,Adidas,student,"Adidas Very disappointed, poor quality and bad experience",55,53,200
372,Apple,student,"Apple Absolutely love this brand, amazing quality and performance",480,113,186
373,Adidas,influencer,"Adidas Not worth the money, totally dissatisfied",840,134,127
374,Apple,athlete,"Apple Very disappointed, poor quality and bad experience",576,215,181
375,Apple,developer,"Apple It's okay, average product nothing special",101,160,167
376,Puma,developer,"Puma Great experience, highly recommend this product",313,74,17
377,Apple,athlete,"Apple Absolutely love this brand, amazing quality and performance",610,189,72
378,Samsung,developer,"Samsung Absolutely love this brand, amazing quality and performance",78,129,143
379,Nike,developer,"Nike Not bad, not great just fine",288,17,106
380,Nike,athlete,"Nike Not worth the money, totally dissatisfied",511,19,22
381,Nike,traveler,"Nike Very disappointed, poor quality and bad experience",798,153,151
382,Samsung,influencer,"Samsung Decent experience, could be better",530,44,162
383,Apple,influencer,"Apple Very disappointed, poor quality and bad experience",165,223,138
384,Apple,developer,"Apple It's okay, average product nothing special",519,188,60
385,Apple,developer,"Apple Super comfortable and stylish, worth every penny",686,277,193
386,Samsung,student,"Samsung Great experience, highly recommend this product",484,40,40
387,Nike,athlete,"Nike Not bad, not great just fine",399,162,102
388,Apple,developer,"Apple It's okay, average product nothing special",270,53,98
389,Adidas,student,"Adidas Absolutely love this brand, amazing quality and performance",277,59,64
390,Nike,developer,"Nike Super comfortable and stylish, worth every penny",607,274,63
391,Puma,athlete,"Puma Very disappointed, poor quality and bad experience",342,195,129
392,Apple,student,"Apple Super comfortable and stylish, worth every penny",778,218,26
393,Adidas,athlete,"Adidas It's okay, average product nothing special",490,153,181
394,Nike,traveler,"Nike Great experience, highly recommend this product",897,289,146
395,Apple,athlete,"Apple It's okay, average product nothing special",323,268,115
396,Puma,influencer,"Puma Decent experience, could be better",58,257,54
397,Nike,athlete,"Nike Great experience, highly recommend this product",233,48,19
398,Apple,influencer,"Apple Super comfortable and stylish, worth every penny",192,81,114
399,Puma,developer,"Puma Worst purchase ever, would not recommend",267,269,198
400,Samsung,developer,"Samsung It's okay, average product nothing special",298,66,108
401,Adidas,influencer,"Adidas Great experience, highly recommend this product",778,45,165
402,Nike,traveler,"Nike Not worth the money, totally dissatisfied",93,292,146
403,Puma,student,"Puma It's okay, average product nothing special",78,84,38
